"person_id";"person_wikidata_id";"person_name";"person_full_name";"person_other_names";"sex";"year_birth";"year_death";"occupation";"other"
2348;"random_id531d5664dd5f330ed201127de978fc6e2f2abb2f";"Яковлев, В. Д.";"";"";"";"";"";"";""
2349;"random_id44ed6457b4a70ef4f94342633474f63fc8af34d4";"Ордынское, В. И.";"";"";"";"";"";"";""
2350;"random_idc48eaf3027c4b03a1088baf5cccedc8edd1e8e89";"Матвеев, В. М.";"";"";"";"";"";"";""
2351;"random_id250bc80d0be40b4f2c7d1dbeb07f788eff0c8eeb";"Глинка, В. С.";"";"";"";"";"";"";""
2352;"random_idebfeb297e6db7d5acd6f194c81342ddb8d3b8c02";"Дружинин, Г. В.";"";"";"";"";"";"";""
2353;"random_ida0d77ce97263f28f6bf6df4877858b37831823e0";"Репинский, Г. К.";"";"";"";"";"";"";""
2354;"random_id39f0208ba722207cf6f4b1c1f160656dd7150630";"Толстой, Г. М.";"";"";"";"";"";"";""
2355;"Q1377569";"Потанин, Г. Н.";"";"";"";"1835";"1920";"";""
2356;"random_id70ce8887adc6122a893a557574ab7a4daf878bba";"Иванова, Е. А.";"";"";"";"";"";"";""
2357;"random_id71a5f5dd637a99e19cf1626b01207cbf359872d0";"Некрасова, Е. А.";"";"";"";"";"";"";""
2358;"random_id370e9cca4eedf27622f3fb71d3cf18574db116d5";"Герцен, И. А.";"";"";"";"";"";"";""
2359;"Q4255677";"Лебедев, А. И.";"";"";"";"1830";"1898";"";""
2360;"random_id7092958f2bf4f944d7f5ae8d436fcf8b7caacf01";"Пиотровский, И. А.";"Пиотровский, Игнатий Антонович";"";"";"";"";"";""
2361;"random_id6f3d38ab7c23179b35058d9e0c1dda4bfd02eea0";"Зыков, И. Г.";"";"";"";"";"";"";""
2362;"Q2390351";"Трубецкой, И. С.";"Трубецкой, Сергей Николаевич";"";"";"1862";"1905";"";""
2363;"random_id2ad33fb7aa9ab2630985f380d12f8cc6979f8305";"Лисенков, И. Т.";"";"";"";"";"";"";""
2364;"Q4427672";"Солдатенков, К. Т.";"Солдатёнков, Козьма Терентьевич";"";"";"1818";"1901";"";""
2365;"random_id1a2a8cd37edda813c671135351d1e3cdf20015e3";"Веневитинов, М. А.";"";"";"";"";"";"";""
2366;"random_idf24d40dae0de9507540e8758c634cca947609e4a";"Кублицкий, М. Е.";"";"";"";"";"";"";""
2367;"Q16686376";"Писарев, М. И.";"Писарев, Модест Иванович";"";"";"1844";"1905";"";""
2368;"Q4217757";"Каханов, М. С.";"";"";"";"1833";"1900";"";""
2369;"random_id979811b034f2ff7f02b47798c7938c21a884f870";"Ратынский, Н. А.";"";"";"";"";"";"";""
2370;"random_idec55bf9cbd4a194e0ae9a709d0b018349829b87b";"Холшевников, Н. В.";"";"";"";"";"";"";""
2371;"Q2707548";"Помяловский, Н. Г.";"Помяловский, Николай Герасимович";"";"";"1835";"1863";"";""
2372;"random_ide3d26ca2c37e5c4212ee11a0310f781a4e5b6f2f";"Тютчев, Н. Н.";"Тютчев, Николай Николаевич";"";"";"";"";"";""
2373;"random_idf40ed7bcf5ab2dc8b467a6fa2020888e9e23ff4c";"Макаров, Н. П.";"";"";"";"";"";"";""
2374;"random_id53ad0f9b5326739b29390036fcf6b647ad5f5a13";"Некрасова, Н. П.";"";"";"";"";"";"";""
2375;"random_idde313daec71574e4349ad2d692ec7db6f618f895";"Трушковский, Н. П.";"";"";"";"";"";"";""
2376;"random_id7a1aa79617e5aaf78d3bd78abd85670dfae8e10f";"К. К. Случевскому?";"";"Неизвестному";"";"";"";"";""
2377;"Q4537340";"Якушкин, П. И.";"Якушкин, Павел Иванович";"";"";"1822";"1872";"";""
2378;"random_ida7ab4c01ed1c9fc86d7e4f9f7974761b3cb5c64f";"Юшенов, П. Н.";"";"";"";"";"";"";""
2379;"random_id78bb725749ca0bbc4960a432349b1d28c92bd607";"Рейнац";"";"";"";"";"";"";""
2380;"Q26003";"Боткин, С. П.";"";"";"";"1832";"1889";"";""
2381;"random_id65b258ff18949eef00b546ae4ea971ae6e50afc1";"Некрасов, Ф. А.";"";"";"";"";"";"";""
2382;"random_id6f56ad5924ae08778e352f1254f29a05c6270f21";"Некрасов, Н. П.";"";"";"";"";"";"";""
2383;"Q2528539";"Решетников, Ф. М.";"";"";"";"1841";"1871";"";""
2384;"random_id49be976462b5fa8b568ee91d62ae9094b7eee54f";"Цветаев, Ф. Ф.";"";"";"";"";"";"";""
2385;"random_id0335bf47cf28d5173b4522e6a05a776340e7b387";"Шассен, Ш.";"";"";"";"";"";"";""
2386;"random_id36bd2168b330c240c8ff33e42b75fc3152fecf50";"Сердечный, Я. А.";"";"";"";"";"";"";""
2387;"Q4316701";"Нектарий, ";"Нектарий";"";"";"1853";"1928";"архиепископ";""
2388;"random_id3b4c8cdaf3b7a03833d7613d8c4b475cfdd91719";"Немирович-Данченко, В. И.";"Немирович-Данченко, Владимир Иванович";"";"";"";"";"театральный режиссёр, педагог, драматург, писатель, театральный критик";""
2389;"random_ide2638134f773c11770cac5ac810e4d00c31f2a34";"Кугель, А. Р.";"";"";"";"";"";"";""
2390;"random_id62826275cf42283658338f0c2472224bc7223114";"ред. «Вестника литературы»";"";"";"";"";"";"";""
2391;"random_id5abd143f73a1d8b0ba3b2b7eb40d28e01b3b18e2";"ред. «Курьера»";"";"";"";"";"";"";""
2392;"random_id09d7f1b4fbb87c135bb730683607533f8cea40d3";"ред. «Нашей жизни»";"";"";"";"";"";"";""
2393;"random_idaf72babf7db573861a47d2404d494d87d943700e";"ред. «Руси»";"";"";"";"";"";"";""
2394;"random_id0aa2175dfdbde0b5bfe399e40568c95d2189eca3";"Неустановленное лицо, ";"Неустановленное лицо";"";"";"";"";"?";""
2395;"random_id478184eaef1e5c846477c0101a6ef95813af868a";"Неустановленные лица, ";"Неустановленные лица";"";"";"";"";"?";""
2396;"random_id057e6d19517f82b3d8a71662d97119cf8ac72720";"Нефтель, В. Ф.";"Нефтель, Василий Фёдорович";"";"";"";"";"врач, лечивший Огарева и семью Герцена";""
2397;"random_ided1ccc8555fc7de8babb3a50a70ee1d4d0b7dd63";"Никитин, А. П.";"Никитин, Алексей Поликарпович";"";"";"";"";"воспитанник Академии художеств с 1813 по 1824 г., младший соученик Брюллова; крупный фабрикант, литератор и дипломат; библиофил, библиограф, автор эпиграмм и других шуточных стихотворений, друг Пушкина, Лермонтова; поэт; член совета при главноуправляющем над Почтовым депортаментом";""
2398;"Q15071937";"Мальцов, И. С.";"Мальцов, Иван Сергеевич";"";"";"1847";"1920";"воспитанник Академии художеств с 1813 по 1824 г., младший соученик Брюллова; крупный фабрикант, литератор и дипломат; библиофил, библиограф, автор эпиграмм и других шуточных стихотворений, друг Пушкина, Лермонтова; поэт; член совета при главноуправляющем над Почтовым депортаментом";""
2399;"random_id284ee8805ab7e5e76dd2a8084de93bf8c4c3253d";"Доливо-Добровольский, Ф. И.";"Доливо-Добровольский, Флор Иосифович";"";"";"";"";"воспитанник Академии художеств с 1813 по 1824 г., младший соученик Брюллова; крупный фабрикант, литератор и дипломат; библиофил, библиограф, автор эпиграмм и других шуточных стихотворений, друг Пушкина, Лермонтова; поэт; член совета при главноуправляющем над Почтовым депортаментом";""
2400;"random_id5f5d23a0dbfc58b24b63a2e2b0e2f8e66d3b9946";"Николаевский, А. Я.";"Николаевский, А. Я.";"";"";"";"";"филолог, сотрудн. ""Филологическ. записок"" 1880 гг.";""
2401;"random_ida366bc58558ec0d8d439c6bf90ae5daf8895d7a8";"Новоструев, Н. И.";"Новоструев, Н. И.";"";"";"";"";"?";""
2402;"random_id18076221f87c8e55c288d3e61b1880187dc81bc0";"Ножина, Н. Д.";"Ножина, Н. Д.";"";"";"";"";"";""
2403;"random_id7e228a0fec3d0025f6cf55eb11fd3bd8db7e1713";"Ольхина, С. А.";"Ольхина, С. А.";"";"";"";"";"";""
2404;"random_id7ce4620dbf34cedd929d8dbfb58110269a09bded";"Максимова, Н. В.";"Максимова, Н. В.";"";"";"";"";"";""
2405;"random_id0b88778d831261b07ee0697dd36f4c2f1b6d1359";"Лаврова, П. Л.";"Лаврова, П. Л.";"";"";"";"";"";""
2406;"Q1966129";"Нордман-Северова, Н. Б.";"Нордман-Северова, Наталья Борисовна";"";"";"1863";"1914";"возлюбленная И. Е. Репина";""
2407;"random_id1bca628b07d01a6c547e83ad9ce0abc93164a845";"Оболенский, Л. Н.";"Оболенский, Леонид Николаевич";"";"";"";"";"князь, действительный статский советник.";""
2408;"random_ida35bad189532b62db8fdff935266361c76e93909";"Обольянинов, А. Н.";"Обольянинов, Александр Николаевич";"";"";"";"";"владелец имения Моклочно, сосед и знакомый А. В. Дружинина";""
2409;"random_id27125475bae46ffa94ab890de6d72d01bb7ae81f";"Обольянинов, Л. Н.";"Обольянинов, Лев Николаевич";"";"";"";"";"брат А. Н. Обольянинова, сосед и знакомый А. В. Дружинина";""
2410;"Q18084465";"Обручев, В. А.";"Обручев, Владимир Александрович";"";"";"1836";"1912";"военный деятель императорской России, дворянин, сын генерал-лейтенанта Александра Афанасьевича Обручева, помещика Тверской губернии";""
2411;"Q2492524";"Обручев, Н. Н.";"Обручев, Николай Николаевич";"";"";"1830";"1904";"революционер-демократ";""
2412;"random_id8994205b4004cba66ce6ef01b9e78adcb658ab23";"другие организаторы Гейдельбергской читальни";"";"";"";"";"";"";""
2413;"random_id50df28d3922260ea9244a41302155ea64d36335d";"Дж. Стюарт Милль";"";"";"";"";"";"";""
2414;"random_id9360868d26dda9ca076d3d9ca2ebb74b9c820a7c";"Салиас, Е. В.";"";"";"";"";"";"";""
2415;"random_idb3c90f1828939a9eb19bc80914304039b7eb0aec";"изд. «Daily News»";"";"";"";"";"";"";""
2416;"random_id06e64a6750f90569ed2691c291c5e1546107b451";"изд. газ. «Daily News»";"";"";"";"";"";"";""
2417;"Q1366633";"Милютин, Н. А.";"";"";"";"1818";"1872";"";""
2418;"random_id9ffe7adcd827de17ff4c95a65964705e01a835dc";"Альбертини, Н. В.";"";"";"";"";"";"";""
2419;"random_ideac84a9d801766ed950e004f7ea72a10ca71f215";"Ольга Герцен";"";"";"";"";"";"";""
2420;"random_id8c97445f326e4ba38182a16da87f8707fbefb63c";"Цехановский, Р.";"";"Н. Сумарокову";"";"";"";"";""
2421;"random_id5600872c66b420bbf9eb3569a835219b3627e070";"ред. «Suisse radicale»";"";"";"";"";"";"";""
2422;"random_id8270c8ffed295471ba7198b2abe0ff592a45720f";"ред. «Thе Morning Star»";"";"";"";"";"";"";""
2423;"random_id312a9f2925c3ee13b1e4cc17cd085d71962c56d0";"ред. газ. «Gioventu»";"";"";"";"";"";"";""
2424;"Q1960285";"Эмиль Квантен";"";"";"";"1827";"1903";"";""
2425;"random_idd8af05e9ef4a054733aea206549a6dfbb63ace09";"Якушкин, И. Д.";"";"";"";"";"";"";""
2426;"Q87567";"Рубинштейн, А. Г.";"Рубинштейн, Антон Григорьевич";"";"";"1829";"1894";"";""
2427;"Q442978";"Серов, А. Н.";"Серов, Александр Николаевич";"";"";"1820";"1871";"";""
2428;"Q311384";"Даргомыжский, А. С.";"";"";"";"1813";"1869";"";""
2429;"random_id86398823ca912b6ad6cfb3aec280a278edc3cc92";"Глинка-Маврин, Б. Г.";"";"";"";"";"";"";""
2430;"random_idb312d76e82a62a25a8cf27fb684960f2e3ad08e2";"в Опеку, учрежденную над детьми и имуществом покойного А. С. Пушкина";"";"";"";"";"";"";""
2431;"random_id1704508eeae20d5f3c0997d690c4fdbe78e13cd6";"Серова, В. С.";"";"";"";"";"";"";""
2432;"random_id07f0405ede12e6696ca9f0b23a5881f2f4203fa1";"дирекция «Русского музыкального общества»";"";"";"";"";"";"";""
2433;"Q4388771";"Елена Павловна";"";"вел. кн.";"";"1868";"1919";"";""
2434;"random_id656344554df8d8d2115dbe7f848bf3f8d742c189";"Канцелярия изд. «Московского вестника»";"";"";"";"";"";"";""
2435;"random_id69c49a2eaebc152993e4a8c1c0c345efd4b4b2b3";"Волков, М. С.";"";"";"";"";"";"";""
2436;"random_idda00f91b3ad8757eae699edf6319c61bc5a32afb";"Н. М. Карамзин/П. А. Плетнев/В. И. Даль";"";"";"";"";"";"";""
2437;"random_id2c90272b13ea6ddaa1de0b435ae1b0057c33666e";"Пановский, Н. М.";"";"";"";"";"";"";""
2438;"random_id90f57193f3a921f759c4e6f668199516135ddc21";"Приятель-помещик";"";"Неизвестному.";"";"";"";"";""
2439;"Q4534789";"Юргенсон, П. И.";"";"";"";"1836";"1903";"";""
2440;"random_id530e4bb8623da50577acc6f724c9b67ef7d29800";"ред. «Литературной газеты»";"";"";"";"";"";"";""
2441;"random_ida906abc9e6f93513f287be66c9efcc3e5837ed59";"ред. «Московского вестника»";"";"";"";"";"";"";""
2442;"Q4391279";"Рачинский, С. А.";"Рачинский, Сергей Александрович";"";"";"1833";"1902";"";""
2443;"random_id0b33fd537679c9b35753e0f0a27e30706e9b9326";"Лапшин, С. И.";"";"";"";"";"";"";""
2444;"random_ide2f4177c11da70976c5d94a9573aad504799e25f";"Лагруа, Э.";"";"";"";"";"";"";""
2445;"random_ide7cbc78b0565642557b6854c7ff038935632de8b";"Пеку, Э.";"";"";"";"";"";"";""
2446;"random_idf85392672941e97acd64750e75656ff014188be0";"Орёл-Ошмянпев, Я. О.";"";"";"";"";"";"";""
2447;"Q240174";"Ожешко, Э.";"Ожешко, Элиза";"";"";"1841";"1910";"польскоязычная писательница и общественный деятель";""
2448;"random_id31d7a78a006bd569ccf371f146032f4d24abf0d5";"Озеров, В. М.";"Озеров, Владимир Михайлович";"";"";"";"";"польский революционер-демократ";""
2449;"random_id9d2ef7d7368ce9fc681662afed456892c9447af1";"Озерова, А.";"Озерова, Ал.";"";"";"";"";"польский революционер-демократ; жена Озерова, В. М.";""
2450;"Q2026168";"Озеров, В. А.";"Озеров, Владислав Александрович";"";"";"1769";"1816";"драматург и поэт";""
2451;"Q3740432";"Шаховской, А. А.";"Шаховской, Александр Александрович";"";"";"1777";"1846";"";""
2452;"Q3072686";"Голубцов, Ф. А.";"";"";"";"1758";"1829";"";""
2453;"Q15077002";"Ордынский, Б. И.";"Ордынский, Борис Иванович";"";"";"1823";"1861";"филолог-классик; переводчик с греческого";""
2454;"random_idb75e99f22a7d4ee4e0f3622cf0a00347f22b90d8";"Островская, М.";"Островская, М.";"";"";"";"";"";""
2455;"random_id9cfff033966c77cdfe09e42721698d4dca9e89ef";"Киттара, М. Я.";"";"";"";"";"";"";""
2456;"random_ida2837663748acb2a68d8990c4763ed0d23ab955b";"Колышкино, Н. И.";"";"";"";"";"";"";""
2457;"random_idc60908cc814b4166d8fd3f5e9940e38fa2038f41";"Клириков, Н. Н.";"";"";"";"";"";"";""
2458;"random_id0cc6b414e08d81272861585d4344a548d17e3b33";"Лукин, П. Ф.";"";"";"";"";"";"";""
2459;"Q4522918";"Шепелев";"";"прокурору тульского окружного суда";"";"1841";"1887";"";""
2460;"Q4312287";"Назимов, В. И.";"";"";"";"1802";"1874";"";""
2461;"Q4360849";"Петров, В. П.";"Петров, Петр";"";"";"1827";"1891";"";""
2462;"random_id214d3220b04627a648afa39ee7cb9b371c9cb976";"Горев-Тарасенков, Д. А.";"";"";"";"";"";"";""
2463;"random_idb1ae430ca69e1f73fec950bc447c4a41e04dc84b";"Волков, С. А.";"";"";"";"";"";"";""
2464;"random_iddbcdbe90ce90433863fd3832177e4e0b73abfb41";"Карзинкин, А. А.";"";"";"";"";"";"";""
2465;"random_id075bd3e236c17b7da5c8ad972ec59855c9988d99";"Оболевский, Д. А.";"";"";"";"";"";"";""
2466;"random_id58db372a1ebf75869ab3ec9338f3200d35c5f593";"Шаповалов, Н. И.";"";"";"";"";"";"";""
2467;"random_id2492bd3e4d21f4b327de164a69b030af33e36617";"Кошеверов, А. С.";"";"";"";"";"";"";""
2468;"random_id42da406994c149ffd17aa73400c0f04c061d39de";"Кошеверов, С. С.";"";"";"";"";"";"";""
2469;"random_id7269932c9d8fd084502ae78423b7e978dc8ebf7c";"Турчанинов, И. Е.";"";"";"";"";"";"";""
2470;"random_id46a7a036f4e05a0e8b88e3c0c6899652a58099f0";"Андроников, П. И.";"";"";"";"";"";"";""
2471;"Q4494011";"Фёдоров, П. С.";"Фёдоров, Павел Степанович";"";"";"1803";"1879";"";""
2472;"random_idd02b9417f9b2f64b3017acd905e356d890d5b749";"В С.-Петербургский цензурный комитет";"";"";"";"";"";"";""
2473;"random_id0d1add972426b40955e85b66d9ecd298be3c7bda";"Дружинин, А. Ф.";"";"";"";"";"";"";""
2474;"random_id784a804ce224f9970b8658c42ad0198e1a2f90f9";"Линскои, Ю. Н.";"";"";"";"";"";"";""
2475;"random_idaf04aea3f11e87f7d43b040e3a2921ccbdb75aef";"Богданов, А. Ф.";"";"";"";"";"";"";""
2476;"random_id509f1ebdbce47ee5fe1c47c892b60e71ebe4f5d1";"Дубровский, Н. А.";"";"";"";"";"";"";""
2477;"random_id92118df993c80b99783371dc0b78c76246158424";"Соковнин, Н. М.";"";"";"";"";"";"";""
2478;"random_idd68624b93f1d8bd0f2c77d5580b68b0b9f9b7a6f";"Линская, Ю. Н.";"";"";"";"";"";"";""
2479;"random_idb52df6db6bd0822862046c909c9512588726de82";"Васильева, М. В.";"";"Островской";"";"";"";"";""
2480;"random_id40a60e23781b844fea90d9da770b9d61bc1d344a";"Васильева, Е. Н.";"";"Лавровой";"";"";"";"";""
2481;"random_id516d107b7e2b427f272d03da7d6ea26beac15ed9";"Нащокино, П. Н.";"";"";"";"";"";"";""
2482;"random_id9ee517456d79b0723837b6b929422458454b4443";"Адлерберг, В. Ф.";"";"";"";"";"";"";""
2483;"random_id3db9e21baa73b631cb6f47af6bddaf9141a9a144";"Назаров, Н. С.";"";"";"";"";"";"";""
2484;"random_id3ad6a61845fae945dd47dbcf7abef8d8e2c27c56";"Пельт, Н. И.";"";"";"";"";"";"";""
2485;"random_id692ca150fde9aa64474fed0e23a0678e89593351";"Островская, М. В.";"";"";"";"";"";"";""
2486;"random_id8a38df2bb608616fb5f7aa6c84f96533e6152bee";"Попов, Н. А.";"";"";"";"";"";"";""
2487;"random_idbb4314113fcb70d62b9926383e8302aa316c5884";"Шанин, И. И.";"";"";"";"";"";"";""
2488;"random_idd95fbd0f072353c34b165e178503dbd84719711d";"Нильский, А. А.";"";"";"";"";"";"";""
2489;"random_id5333ad4e2d14f4834e5223e5f1a4ae53b62d8f01";"Елагин, С. А.";"";"";"";"";"";"";""
2490;"random_id862f112c83eae1c4e23dff5b854dedff101dc286";"Юнг, В. Л.";"";"";"";"";"";"";""
2491;"random_id7e99c3c02109cad9546735fdcd8a274aa95c062e";"Островский, П. Ф.";"";"";"";"";"";"";""
2492;"Q12150171";"Садовский, М. П.";"Садовский, Михаил Прович";"";"";"1847";"1910";"";""
2493;"random_id9e97fcda36aebe52a9a24bb6d069386e632ab889";"В С.-Петербургское собрание художников";"";"";"";"";"";"";""
2494;"random_id85915d0c67fc52fc4b17f5799478acade97f2eac";"Шепелев, П. Н.";"";"";"";"";"";"";""
2495;"random_id5bf1df740f0cf27286d8ef202e09a2e9476b4cf4";"Музилю, Н. И.";"";"";"";"";"";"";""
2496;"Q4236754";"Львов, Е. Е.";"";"";"";"1845";"1905";"";""
2497;"random_id8dc8f1249192f04f8dd2c4cfa3ccf45e24364e13";"Родиславский, В. И.";"";"";"";"";"";"";""
2498;"random_id54ae1ec105c3fc094c19ae9bb7f70ee3f0dad030";"Шипов, В. М.";"";"";"";"";"";"";""
2499;"random_idf5a76ea5139e5674166228985fbf64ac32f37b49";"Цуханов, М. И.";"Цуханов, Михаил Иванович";"";"";"";"";"";""
2500;"Q4405059";"Сазонов, Н. Ф.";"";"";"";"1843";"1902";"";""
2501;"random_ida0f4114578aea5637d5b580154a5802eff12b073";"Цынин, А. Н.";"";"";"";"";"";"";""
2502;"Q4428077";"Соловьёв, Н. Я.";"Соловьёв, Николай Яковлевич";"";"";"1845";"1898";"";""
2503;"random_id717a24be882203e27a3da4c9a9346bafc09763ff";"Соловьёв, К. Я.";"";"";"";"";"";"";""
2504;"random_idcb1f73ca4f9d1f51225379d7b39e658f1a549e60";"Кондратьев, И. М.";"";"";"";"";"";"";""
2505;"random_idd2bbafe4f30db57d052f2f89e765def9116aa5b6";"Островский, П. Н.";"Островский, Пётр Николаевич";"";"";"";"";"";""
2506;"random_id49bf72348d77f70f3d3c5ec6db4633556f04b744";"Демидов, В. В.";"";"";"";"";"";"";""
2507;"random_idddbeaa906665b4cd6904af694b3518d83834fd78";"Островский, А. И.";"";"";"";"";"";"";""
2508;"random_id7dc267ea2575b1171134b73ab33ef35077f62bde";"Майков, А. И.";"";"";"";"";"";"";""
2509;"random_ida2efa093440ce9e38c77d23a064a35d09d0a4dc2";"Бларамберг, Е. И.";"";"";"";"";"";"";""
2510;"Q4054976";"Н. Я";"";"";"";"1881";"1922";"";""
2511;"Q1291993";"Соловьёв";"";"";"";"1846";"1916";"";""
2512;"Q1186118";"Маков, Л. С.";"";"";"";"1830";"1883";"";""
2513;"random_id9489fc9f3cd47450ba4a76535844a17b32ecee75";"Никулина, Н. А.";"";"";"";"";"";"";""
2514;"Q4403935";"Савина, М. Г.";"Савина, Мария Гавриловна";"";"";"1854";"1915";"";""
2515;"Q6969163";"Шапиро, К. А.";"";"";"";"1839";"1900";"";""
2516;"random_idf7083daf8a454dae2c4222500d0290fe41c3981f";"Поливанов, Л. И.";"";"";"";"";"";"";""
2517;"Q93227";"Римский-Корсаков, Н. А.";"Римский-Корсаков, Николай Андреевич";"";"";"1844";"1908";"";""
2518;"random_idc3e14f2d5943570be960797651d650d3789a1460";"Кропачёво, Н. А.";"";"";"";"";"";"";""
2519;"random_idf92e3cd2b1d706699b08e5291ae9415d64834a8f";"В редакцию газеты «Новое время»";"";"";"";"";"";"";""
2520;"random_id4eefc3e86d62c85f91f17b7994e4f6edef2d1cbe";"Всеволожский, И. А.";"";"";"";"";"";"";""
2521;"random_id0rln0mw4fvr3ddk1ps92wnnqv1zjbbr94kdku0l8";"Погодин, Д. М.";"";"";"";"";"";"";""
2522;"random_id6087fcd35a244ac583aa2cbc803208235c6b3e65";"Пчельников, П. М.";"";"";"";"";"";"";""
2523;"random_idfab31fb80765fd386c5392c04253c2d5fc5961d6";"Гонзалес, Э.";"";"";"";"";"";"";""
2524;"random_id371be3bffee177166af73d04120f97e3869b20f4";"Кроначёв, Н. А.";"";"";"";"";"";"";""
2525;"random_id12910861da2851fef48774d2c8648303eb02ef46";"Вайнберг, П. И.";"";"";"";"";"";"";""
2526;"random_id5c9af8b526809fcabfa284fa8b59c06a903ccbb0";"Черневский, С. А.";"";"";"";"";"";"";""
2527;"random_ide3b8aa211cb1ba9dcb15f8efc9d85ab895bc689a";"Живокини, Д. В.";"";"";"";"";"";"";""
2528;"random_idbb801d56bdadef0846157b0d8bc72a9334ec5a77";"Минорский, В. М.";"";"";"";"";"";"";""
2529;"random_idc4d7bed3b77d085e1d76f59a44fb44033be13ad4";"Живокини, А. В.";"";"";"";"";"";"";""
2530;"Q4443882";"Стрепетова, П. А.";"Стрепетова, Пелагея Антипьевна";"";"";"1850";"1903";"";""
2531;"random_idd23bd525eb89ae921ec12483adea597b124877f0";"Петров, Н. С.";"";"";"";"";"";"";""
2532;"Q1439976";"Воронцов-Дашков, И. И.";"";"";"";"1837";"1916";"";""
2533;"random_id921c879cde6a9e557a51e023a5e991404cad12bf";"Артемьев, В. А.";"";"";"";"";"";"";""
2534;"random_id2a78bf55364a048de33768ccdbc7ab0195587aad";"Мартынов, Н. Г.";"";"";"";"";"";"";""
2535;"random_id0a56e9ec448c3020f671beb374bc868dd1cb1f3d";"Лентовокий, М. В.";"";"";"";"";"";"";""
2536;"random_idb7e52293c70e43ad3444a1655eb9d6418b28e81c";"Федотова, Г. Н.";"";"";"";"";"";"";""
2537;"random_id4f50198b78b8199787f5020d4834ff9605c6ddd7";"Ватсон, В. Ф.";"";"";"";"";"";"";""
2538;"Q4519115";"Шабельская, А. С.";"";"";"";"1845";"1921";"";""
2539;"Q4234540";"Корш, Ф. А.";"";"";"";"1852";"1923";"";""
2540;"random_id61e7b16cf307c1ec0452b71314d5bc5fa1621d9b";"Дьяконов, П. К.";"";"";"";"";"";"";""
2541;"random_idb14477dc2f6bb9fe857cf35a99c860437758359b";"Мысовская, А. Д.";"";"";"";"";"";"";""
2542;"random_idc24acf7115ed9ab32624dc4924f89e237dc6db95";"Лукин, Г. Г.";"";"";"";"";"";"";""
2543;"random_id78a243e48802c6aaecd5b2f1ec05a72f6d9f6606";"Федюкин, Н. М.";"";"";"";"";"";"";""
2544;"random_id240d46aa422bf693361e1d6b4c4bd9f2e057d26d";"Мишле, Э. И.";"";"";"";"";"";"";""
2545;"random_id15b31de9eb04e80ed91bd1bdab5c2fda57958f3b";"Дамич, А. Ф.";"";"";"";"";"";"";""
2546;"random_id26f9d0446f6c4077eff402fa671e94615f7e46b1";"Кондратьев, М. И.";"";"";"";"";"";"";""
2547;"random_id9d7e631c414839147c5e980ba7f1bbc38ba6e5d6";"фон-Раабен, Р. С.";"";"";"";"";"";"";""
2548;"random_ida2dcd97db061ea3951d9b711fc2e635c0b3dd68e";"Греков, И. Н.";"";"";"";"";"";"";""
2549;"random_id70cf3416c12a7671037ea436fb00a4375132cae1";"Кондратьев, Г. П.";"";"";"";"";"";"";""
2550;"random_idc049abd979854b9d7228dacf5202c398159e56f7";"Беземан, А. А.";"";"";"";"";"";"";""
2551;"random_ideba6e94a19642fac263154f3c19d45caa9c5eb44";"Барцалу, А. И.";"";"";"";"";"";"";""
2552;"random_ida619cc29abf30c2a28dd7202b86992ceb9c97a5b";"Вехтер, Н. С.";"";"";"";"";"";"";""
2553;"random_idc8e80eb17ac5038c1308e0e68aed41616b2f038a";"Танеев, С. В.";"";"";"";"";"";"";""
2554;"random_idd70dbd94e46556d90f8646fa6877bff713d84fa9";"Промптов, И. В.";"";"";"";"";"";"";""
2555;"random_id4c1457d4abb4168c580e5522ebda3810499fd7f7";"Кондратьев, А. М.";"";"";"";"";"";"";""
2556;"random_idd7f0f6111e343e85bc06f4da9f3846dc7b97fdbc";"Минорский, С. М.";"";"";"";"";"";"";""
2557;"random_idxdisir6x0j8lxho7fi2l3j0eudzx6df7kbm30ga0";"Островский, Н. Н.";"Островский, Н. Н.";"";"";"";"";"?";""
2558;"random_idf58cf2c044f48ea0702b21cfa431aad5f0f9434d";"Острогорская, В. И.";"Острогорская, В. И.";"";"";"";"";"?";""
2559;"Q29018281";"Очкин, А. Н.";"Очкин, Амплий Николаевич";"";"";"1791";"1865";"писатель, переводчик и цензор, владелец усадьбы Софиевка";""
2560;"random_idc24bd9a71c6955e26932459a8d642e5b161b6564";"Павлов, И. В.";"Павлов, Иван Васильевич";"";"";"";"";"писатель-публицист, близкий друг М. Е. Салтыкова, издатель журнала «Московский вестник»";""
2561;"random_idde8f1ec5b27b0393f37318c9d96873b867426d47";"Чичерин, Н. В.";"";"";"";"";"";"";""
2562;"Q3920084";"Шейн, П.";"";"";"";"1826";"1900";"";""
2563;"random_id11d8c97aa5a0fcead2c581a8ff86412251119d2f";"Мицкевич, В.";"";"";"";"";"";"";""
2564;"Q4341760";"Павловский, И.";"Павловский, И.";"";"";"1861";"1923";"?";""
2565;"random_id78da539abfb12ac0aea7add7879ea1048014249a";"Павловский, С.";"Павловский, С.";"";"";"";"";"?";""
2566;"Q2833933";"Пальм, А. И.";"Пальм, Александр Иванович";"";"";"1822";"1885";"прозаик, поэт и драматург, петрашевец";""
2567;"Q3479720";"Дуров, С. Ф.";"";"";"";"1815";"1869";"";""
2568;"Q4342828";"Пальмин, Л. И.";"Пальмин, Лиодор Иванович";"";"";"1841";"1891";"поэт, переводчик";""
